FCL Item code,FCL Title,Crop category,Source,Category,Categorized,Category (from FAO production definitions),Group,Scientific Name,Common Name,Definition
15,Wheat,Commodity crops,Wheat,Cereals,Yes,Cereals (Rice Milled Eqv),1 - CEREALS AND CEREAL PRODUCTS,"Triticum spp.: 
Triticum aestivum 
Triticum durum 
Triticum spelta","
common 
durum 
spelt","Common and durum wheat are the main types. Among common wheat, the main varieties are spring and winter, hard and soft, and red and white. At the national level, different varieties should be reported separately, reflecting their different uses. It includes meslin (a mixture wheat/rye). Used mainly for human food."
16,Flour of Wheat,Commodity crops,Wheat,Cereals,Yes,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Defined broadly to include meal, groats and pellets. Strong flours from hard wheat are used for bread, while durum wheat flour is used primarily for pasta. Weaker flours from soft wheat are mainly used in cakes, pastries, biscuits and certain noodles."
17,Bran of Wheat,Commodity crops,Wheat,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,"Defined broadly to include sharps and other residue from the milling, sifting or other working of the grain. Contains a little flour."
18,Macaroni,Other crops,Macaroni,Cereals,No,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Pasta made from semolina, or flour, that is mixed with water and kneaded into a dough. Other ingredients may be included as well. The dough is then shaped into various forms. This heading is limited to macaroni that is not cooked, stuffed or otherwise prepared."
19,Germ of Wheat,Commodity crops,Wheat,Cereals,Yes,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"The seed embryo. Whole or rolled germ is used for oil extraction by solvents. Flaked or ground germ is used in bakers' wares, dietetic preparations, feed supplements and in pharmaceutical preparations."
20,Bread,Other crops,Bread,Cereals,No,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"A baked product of flour or meal of cereals, especially wheat. Includes ordinary, unleavened, crackers, rusks, etc."
21,Bulgur,Other crops,Bulgur,Cereals,No,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Whole wheat grains that are boiled, dried and cracked, either between stones or in a hand mill. Very popular in the Near East"
22,Pastry,Other crops,Pastry,Cereals,No,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"All baked products excluding those listed under bread. Pastry products may contain ingredients other than wheat flour, such as milk, eggs, sugar, honey, starch, fats, fruit, seeds, etc."
23,Starch of Wheat,#N/A,#N/A,#N/A,#N/A,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Starch is the carbohydrate component in many plant cells. A white, odourless powder that is insoluble in cold water, it forms a paste in hot water. Wheat starch is used for human consumption and animal feed, and is processed into glucose and dextrine for industrial use. It is usually obtained from low-quality flour."
24,Wheat Gluten,#N/A,#N/A,#N/A,#N/A,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"A by-product of the industrial production of starch, wheat gluten is the preferred cereal gluten for food purposes. Uses include enriching protein in flours for bread, pasta, etc."
26,Wheat-Fermented Beverages,#N/A,#N/A,#N/A,#N/A,#N/A,15 - BEVERAGES,,,"Low-alcohol beverages from fermented flour, e.g. Korean jakju and takju."
27,"Rice, paddy",Commodity crops,Rice,Rice,Yes,Cereals (Rice Milled Eqv),1 - CEREALS AND CEREAL PRODUCTS,"Oryza spp.: 
Oryza sativa",,Rice grain after threshing and winnowing.Also known as rice in the husk and rough rice. Used mainly for human food.
28,"Rice, Husked",Commodity crops,Rice,Rice,Yes,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,Rice grain without hulls or husks. Also known as brown or cargo rice.
29,"Rice, Milled (Husked)",Commodity crops,Rice,Rice,Yes,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"White rice milled from imported husked rice. Includes semi-milled, whole-milled and parboiled rice."
31,"Rice, Milled",Commodity crops,Rice,Rice,Yes,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"White rice milled from locally grown paddy. Includes semi-milled, whole-milled and parboiled rice."
32,"Rice, Broken",Commodity crops,Rice,Rice,Yes,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Residues from the selection of whole-grain, milled rice."
33,"Rice, Gluten",#N/A,#N/A,#N/A,#N/A,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,A by-product of the industrial production of starch. Not suitable for food use.
34,Starch of Rice,#N/A,#N/A,#N/A,#N/A,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"See 0023 Rice starch is usually obtained from broken rice. Use primarily in the photographic industry to prepare ""matt"" paper."
35,Bran of Rice,Commodity crops,Rice,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,"A by-product of polishing brown rice, comprising the pericarp, aleurone layer, embryo and some endosperm."
36,Oil of Rice Bran,Commodity crops,Rice,Vegetable oil,Yes,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Extracted from bran by pressure or, more frequently, by solvents."
37,Cake of Rice Bran,Commodity crops,Rice,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,A residue of the extraction of oil. Also known as de-oiled rice bran.
38,Flour of Rice,Commodity crops,Rice,Rice,Yes,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,Produced by milling broken or milled rice. Finely ground rice flour is widely used in infant foods and in noodles. It is not used in bread because it lacks the necessary gluten-forming protein.
39,Rice-Fermented Beverages,Other crops,"Beverages, fermented rice",Alcohol+Tobacco,No,#N/A,15 - BEVERAGES,,,"Low-alcohol beverages, such as rice wine and sake."
41,Breakfast Cereals,Other crops,"Cereals, breakfast",Cereals,No,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Foods prepared by swelling and roasting cereals or cereal products, e.g. corn flakes, puffed rice; cereals o/t maize, in grain form, precooked or otherwise prepared."
44,Barley,Commodity crops,Barley,Cereals,Yes,Cereals (Rice Milled Eqv),1 - CEREALS AND CEREAL PRODUCTS,"Hordeum spp.: 
Hordeum disticum 
Hordeum hexasticum 
Hordeum vulgare","
two-row barley 
six-row barley 
four-row barley","Tolerates poorer soils and lower temperatures better than does wheat. Varieties include with husk and without (naked). Used as a livestock feed, for malt and for preparing foods. The roasted grains are a coffee substitute."
45,Pot Barley,Commodity crops,Barley,Cereals,Yes,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Whole-seed barley with the husks, hulls and bran removed."
46,"Barley, Pearled",Commodity crops,Barley,Cereals,Yes,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Small, round pellets obtained by the further milling of pot barley. This definition also includes kibbled, rolled or flaked grains."
47,Bran of Barley,Commodity crops,Barley,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,A by-product of the production of pot barley.
48,Barley Flour and Grits,Commodity crops,Barley,Cereals,Yes,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,Fine flour and course meal obtained as milling by-products of pearled barley.
49,Malt,Other crops,Malt,Cereals,No,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"A grain - usually barley - that has been germinated through a soaking process and then dried. Malt is used in brewing and distilling, and as a nutrient additive. Includes whole, ground, flour, and roasted malt, but excludes extracts and preparations."
50,Malt Extract,Other crops,Malt extract,Cereals,No,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"A concentrated solution from water-macerated malt, which is used in infant and dietetic foods and in bread baking."
51,Beer of Barley,Commodity crops,Barley,Alcohol+Tobacco,Yes,#N/A,15 - BEVERAGES,,,"Beverage that may be alcoholic or non-alcoholic that is made from fermented malted cereals (mainly barley), water and hops. Non-malted cereals may also be used. The FAO definition differs from the main international classifications in that it includes non-alcoholic beer."
56,Maize,Flex crops,Maize,Cereals,Yes,Cereals (Rice Milled Eqv),1 - CEREALS AND CEREAL PRODUCTS,Zea mays,"corn, Indian corn, mealies","A grain with a high germ content. At the national level, hybrid and ordinary maize should be reported separately owing to widely different yields and uses. Used largely for animal feed and commercial starch production."
57,Germ of Maize,Flex crops,Maize,Cereals,Yes,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,The seed embryo that is separated during processing and is valued mainly for its oil.
58,Flour of Maize,Flex crops,Maize,Cereals,Yes,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Broadly defined to include meal, groats and pellets."
59,Bran of Maize,Flex crops,Maize,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,A by-product of the milling of shelled maize.
60,Oil of Maize,Flex crops,Maize,Vegetable oil,Yes,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Extracted from germ by pressure or by solvents.
61,Cake of Maize,Flex crops,Maize,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,A residue of the extraction of oil from germ.
63,Maize Gluten,#N/A,#N/A,#N/A,#N/A,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Maize protein is often called gluten, although it lacks the quality characteristics of wheat gluten. It is separated from maize during commercial wet milling and used to enrich animal feeds."
64,Starch of Maize,#N/A,#N/A,#N/A,#N/A,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"See 0023. The primary product of the large- scale industrial wet-milling process. Used mainly for the production of glucose, dextrin and alcohol."
66,Beer of Maize,#N/A,#N/A,#N/A,#N/A,#N/A,15 - BEVERAGES,,,Prepared either from malted or unmalted cereal.
67,White Maize,#N/A,#N/A,#N/A,#N/A,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Although separate data are reported for white maize production owing to its regional importance, its production is also included in 0056."
68,Popcorn,Other crops,Popcorn,Cereals,Yes,#N/A,1 - CEREALS AND CEREAL PRODUCTS,Zea mays var. everta,,"A variety of maize that is eaten after the kernels have been heated and have ""popped""."
71,Rye,Other crops,Rye,Cereals,Yes,Cereals (Rice Milled Eqv),1 - CEREALS AND CEREAL PRODUCTS,Secale cereale,,"A grain that is tolerant of poor soils, high latitudes and altitudes. Mainly used in making bread, whisky and beer. When fed to livestock, it is generally mixed with other grains."
72,Flour of Rye,Other crops,Rye,Cereals,Yes,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Broadly defined to include meal, groats and pellets. In northern countries, rye flour is used primarily in bread."
73,Bran of Rye,Other crops,Rye,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,A milling by-product.
75,Oats,Other crops,Oats,Cereals,Yes,Cereals (Rice Milled Eqv),1 - CEREALS AND CEREAL PRODUCTS,"Avena spp.: 
Avena sativa",,"A plant with open, spreading panicle-bearing large spikelets. Used primarily in breakfast foods. Makes excellent fodder for horses."
76,"Oats, Rolled",Other crops,Oats,Cereals,Yes,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Obtained by crushing or rolling the whole or broken grain; includes grains flaked, hulled or otherwise worked for human consumption."
77,Bran of Oats,Other crops,Oats,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,"By-product of milling oats for human consumption, containing mainly hulls and fragments of the endosperm (oat millfeed), as well as residues from hulling, rolling, flaking, etc."
79,Millet,Other crops,Millet,Cereals,Yes,Cereals (Rice Milled Eqv),1 - CEREALS AND CEREAL PRODUCTS,"Including among all: 
Echinocloa frumentacea 
Eleusine coracana 
Panicum miliaceum 
Paspalum scrobiculatum 
Pennisetum glaucum 
Setaria italica","
barnyard or Japanese millet 
ragi, finger or African millet 
common, golden or proso millet 
koda or ditch millet 
pearl or cattail millet 
foxtail millet","Small-grained cereals that include a large number of different botanical species. Originated by the domestication of wild African grasses in the Nile valley and the Sahel zone, millets were subsequently taken to China and India. These cereals tolerate arid conditions and possess a small, highly nutritious grain that stores well. Used locally, both as a food and as a livestock feed. In all areas where they are cultivated, millets are used in traditional beer brewing. Also used as a feed for birds. It does not include Teff (Eragrostis abyssinica) cf. 0108."
80,Flour of Millet,Other crops,Millet,Cereals,Yes,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Broadly defined to include meal, groats and pellets."
81,Bran of Millet,Other crops,Millet,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,A milling by-product.
82,Beer of Millet,#N/A,#N/A,#N/A,#N/A,#N/A,15 - BEVERAGES,,,A traditional beer prepared in African countries in which millets are cultivated. It is normally consumed while still fermenting.
83,Sorghum,Commodity crops,Sorghum,Cereals,Yes,Cereals (Rice Milled Eqv),1 - CEREALS AND CEREAL PRODUCTS,"Sorghum spp.: 
Sorghum guineense 
Sorghum vulgare 
Sorghum dura","
guinea corn 
common, milo, feterita, kaffir corn 
durra, jowar, kaoliang","A cereal that has both food and feed uses. Sorghum is a major food grain in most of Africa, where it is also used in traditional beer brewing. It is desirable to report hybrid and other varieties separately."
84,Flour of Sorghum,Commodity crops,Sorghum,Cereals,Yes,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Broadly defined to include meal, groats and pellets."
85,Bran of Sorghum,Commodity crops,Sorghum,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,A milling by-product.
86,Beer of Sorghum,Commodity crops,Sorghum,Alcohol+Tobacco,Yes,#N/A,15 - BEVERAGES,,,A traditional beer prepared in African countries in which sorghum is cultivated. It is normally consumed while still fermenting.
89,Buckwheat,Other crops,Buckwheat,Cereals,Yes,Cereals (Rice Milled Eqv),1 - CEREALS AND CEREAL PRODUCTS,Fagopyrum esculentum (Polygonaceae),,"A minor cereal cultivated primarily in northern regions. Buckwheat is considered a cereal, although it does not belong to the gramineous family."
90,Flour of Buckwheat,Other crops,Buckwheat,Cereals,Yes,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Broadly defined to include meal, groats and pellets. The flour is normally used in bread and crackers, and is also mixed with wheat flour. Meal and groats are normally used for soups."
91,Bran of Buckwheat,Other crops,Buckwheat,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,A milling by-product.
92,Quinoa,Other crops,Quinoa,Cereals,No,Cereals (Rice Milled Eqv),1 - CEREALS AND CEREAL PRODUCTS,Chenopodium quinoa (Chenopodiaceae),,"A minor cereal, which tolerates high altitudes, quinoa is cultivated primarily in Andean countries. Used for food and to make chicha, a fermented beverage."
94,Fonio,Other crops,Fonio,Cereals,No,Cereals (Rice Milled Eqv),1 - CEREALS AND CEREAL PRODUCTS,"Digitaria spp.: 
Digitaria exilis 
Digitaria iburua","
fonio or findi 
black fonio or hungry rice",A minor cereal of importance only in West Africa where it is eaten in place of rice during famines. The seeds are cooked by steaming the whole grain.
95,Flour of Fonio,Other crops,"Flour, fonio",Cereals,No,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Broadly defined to include meal, groats and pellets."
96,Bran of Fonio,Other crops,"Bran, fonio",Fodder,No,#N/A,11 - FODDER CROPS AND PRODUCTS,,,A milling by-product.
97,Triticale,Other crops,Triticale,Cereals,No,Cereals (Rice Milled Eqv),1 - CEREALS AND CEREAL PRODUCTS,,,"A minor cereal that is a cross between wheat and rye, combining the quality and yield of wheat with the hardiness of rye."
98,Flour of Triticale,#N/A,#N/A,#N/A,#N/A,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Broadly defined to include meal, groats and pellets."
99,Bran of Triticale,#N/A,#N/A,#N/A,#N/A,#N/A,11 - FODDER CROPS AND PRODUCTS,,,A milling by-product.
101,Canary seed,Other crops,Canary seed,Cereals,No,Cereals (Rice Milled Eqv),1 - CEREALS AND CEREAL PRODUCTS,Phalaris canariensis,,Minor cereal normally used as bird feed.
103,Mixed grain,Other crops,"Grain, mixed",Cereals,No,Cereals (Rice Milled Eqv),1 - CEREALS AND CEREAL PRODUCTS,,,A mixture of cereal species that are sown and harvested together. It does not include: meslin (a mixture wheat/rye).
104,Flour of Mixed Grain,Other crops,"Flour, mixed grain",Cereals,No,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Broadly defined to include meal, groats and pellets."
105,Bran of Mixed Grain,Other crops,"Bran, mixed grains",Fodder,No,#N/A,11 - FODDER CROPS AND PRODUCTS,,,A milling by-product.
108,"Cereals, nes",Other crops,"Cereals, nes",Cereals,No,Cereals (Rice Milled Eqv),1 - CEREALS AND CEREAL PRODUCTS,"Including among all: 
Chenopodium pallidicaule 
Amaranthus caudatus 
Coix lacryma-jobi 
Zizania aquatica 
Teff","
canagua or coaihua 
quihuicha or Inca wheat 
adlay or Job's tears 
wild rice 
Eragrostis abyssinica","Other cereal crops that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report cereals under this commodity heading that are classified individually by FAO."
109,Infant Food,Other crops,Infant food,Cereals,No,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Preparations for infant consumption, usually containing some non-cereal ingredients."
110,Wafers,Other crops,Wafers,Cereals,No,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Communion wafers, empty cachets for pharmaceutical use and sealing wafers."
111,Flour of Cereals nes,Other crops,"Flour, cereals",Cereals,No,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Broadly defined to include meal, groats and pellets."
112,Bran of Cereals nes,Other crops,"Bran, cereals nes",Fodder,No,#N/A,11 - FODDER CROPS AND PRODUCTS,,,A milling by-product.
113,Cereal Preparations,Other crops,"Cereal preparations, nes",Cereals,No,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Cereal grains, excluding barley and oats, that are either rolled, flaked, pearled, sliced or kibbled."
114,Mixes and Doughs,Other crops,Mixes and doughs,Cereals,No,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,Used in the preparation of bakers' wares.
115,"Food Preparations of Flour, Meal or Malt Extract",Other crops,"Food preparations, flour, malt extract",Cereals,No,#N/A,1 - CEREALS AND CEREAL PRODUCTS,,,"Food preparations of flour, meal, starch or malt extracts, that either do not contain, or contain less than 50%, cocoa powder. Also, food preparations of milk that either do not contain, or contain less than 10%, cocoa powder."
116,Potatoes,Other crops,Potatoes,Roots and tubers,No,Crops Primary,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,Solanum tuberosum,Irish potato,"A seasonal crop grown in temperate zones all over the world, but primarily in the northern hemisphere."
117,Flour of Potatoes,Other crops,"Flour, potatoes",Roots and tubers,No,#N/A,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,"Produced from tubers that have been peeled, dried and milled. Includes flour, meal, flakes, granules and pellets."
118,Frozen Potatoes,Other crops,"Potatoes, frozen",Roots and tubers,No,#N/A,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,"Peeled potatoes that are either cooked or uncooked, sliced or unsliced, and then frozen."
119,Starch of Potatoes,#N/A,#N/A,#N/A,#N/A,#N/A,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,"A carbohydrate found in many plant cells. A white odourless powder that is insoluble in cold water, but forms a paste in hot water. Has wide food and non-food uses."
120,Potato Offals,Other crops,Potato offals,Fodder,No,#N/A,11 - FODDER CROPS AND PRODUCTS,,,The residue and waste from the preparation of potatoes.
121,Tapioca of Potatoes,Other crops,"Tapioca, potatoes",Roots and tubers,No,#N/A,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,"A product obtained by heating potato starch mixed with water. Tapioca may be in the form of flakes, grains, pearls, siftings, seeds or other similar forms. Used in the preparation of soups and puddings or in foods for invalids."
122,Sweet potatoes,Other crops,Sweet potatoes,Roots and tubers,No,Crops Primary,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,Ipomoea batatas,,"A seasonal crop grown in tropical and subtropical regions. Used mainly for human food. Trade data cover fresh and dried tubers, whether or not sliced or in the form or pellets."
125,Cassava,Flex crops,Cassava,Roots and tubers,Yes,Crops Primary,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,"Manihot esculenta; Manihot utilissima
Manihot palmata; Manihot dulcis","manioc, mandioca, yuca
yuca dulce","A semi-permanent crop grown in tropical and subtropical regions. Sometimes bitter and sweet cassavas are referred to as separate species, the former being M. esculenta and the latter M. palmata, but this is incorrect since the toxicity varies according to location. Cassava is the staple food in many tropical countries. It is not traded internationally in its fresh state because tubers deteriorate very rapidly."
126,Flour of Cassava,Flex crops,Cassava,Roots and tubers,Yes,#N/A,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,"A product of tubers that have been peeled, dried and milled; mainly for human consumption. Includes flour, meal and flakes."
127,Tapioca of Cassava,Flex crops,Cassava,Roots and tubers,Yes,#N/A,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,See 0121. Obtained from cassava starch and used in the preparation of puddings and in infant foods.
128,"Cassava, Dried",Flex crops,Cassava,Roots and tubers,Yes,#N/A,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,"Includes peeled, sliced and sun-dried (cassava chips), as well as ground and compressed cassava (pellets). Used mainly as livestock feed."
129,Starch of Cassava,Flex crops,Cassava,Roots and tubers,0,#N/A,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,"See 0119. The principal industrial outlet for cassava. Cassava starch is used in the foodstuffs, textile and paper industries for the manufacture of plywood and veneer, adhesives, glucose and dextrine."
135,Yautia (Cocoyam),Other crops,Yautia (cocoyam),Vegetables,No,Crops Primary,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,"Xanthosoma spp.: 
Xanthosoma sagittifolium","
malanga, new cocoyam, ocumo, tannia","Several plants are included in this group, some with edible tubers and others with edible stems (also called aroids). Yautia is grown mainly in the Caribbean and is used for food. Trade data cover both fresh and dried yautia."
136,Taro (Cocoyam),Other crops,Taro (cocoyam),Vegetables,No,Crops Primary,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,Colocasia esculenta,"Dasheen, eddoe, taro, old cocoyam",Aroids cultivated for their edible starchy corms or underground stems. Taro is grown throughout the tropics for food. Trade data cover both fresh and dried taro.
137,Yams,Other crops,Yams,Roots and tubers,No,Crops Primary,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,Dioscorea spp.,,"The principal edible yams are widely grown throughout the tropics. A starchy staple foodstuff, normally eaten as a vegetable, boiled, baked or fried. In West Africa they are consumed mainly as ""fufu"", a stiff glutinous dough. Trade data cover both fresh and dried yams."
149,Roots and tubers nes,Other crops,"Roots and tubers, nes",Roots and tubers,No,Crops Primary,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,"Including among all: 
Arracacoa xanthorrhiza 
Maranta arundinacea 
Cyperus esculentus 
Metroxylon spp. 
Oxalis tuberosa and Ullucus tuberosus 
Pachyrxhizus erosus, Pachyrxhizus angulatus 
Tropaeolum tuberosum 
Helianthus tuberosus","
arracacha 
arrowroot 
chufa 
sago palm 
oca and ullucu 
yam bean, jicama 
mashua 
Jerusalem artichoke, topinambur","Other tubers, roots or rhizomes, fresh, that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report roots and tubers under this commodity heading that are classified individually by FAO."
150,Flour of Roots and Tubers nes,Other crops,"Flour, roots and tubers nes",Roots and tubers,No,#N/A,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,Flour and meal produced from roots and tubers o/t potatoes and cassava.
151,"Roots and Tubers, Dried nes",Other crops,Roots and tubers dried,Roots and tubers,No,#N/A,2 - ROOTS AND TUBERS AND DERIVED PRODUCTS,,,"Other tubers, roots or rizhomes, dried, o/t potatoes and cassava."
154,"Fructose, Chemically Pure",#N/A,#N/A,#N/A,#N/A,#N/A,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"Or levulose, monosaccharide, present with glucose in sweet fruits and honey."
155,"Maltose, Chemically Pure",#N/A,#N/A,#N/A,#N/A,#N/A,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,Produced industrially from starch by hydrolysis with malt diastase. Used in the brewing industry.
156,Sugar cane,Flex crops,Sugar cane,Sugars,Yes,Crops Primary,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,Saccharum officinarum,,"In some producing countries, marginal quantities of sugar cane are consumed, either directly as food or in the form of juice."
157,Sugar beet,Potential flex crops,Sugar beet,Sugars,Yes,Crops Primary,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,Beta vulgaris var. altissima,,"In some producing countries, marginal quantities are consumed, either directly as food or in the preparation of jams."
158,Cane Sugar,Flex crops,Sugar cane,Sugars,Yes,#N/A,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"A non-refined, crystallized material derived from the juices of sugar-cane stalk and consisting either wholly or essentially of sucrose."
159,Beet Sugar,Potential flex crops,Sugar beet,Sugars,Yes,#N/A,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"A non-refined, crystallized material derived from the juices extracted from the root of the sugar beet and consisting either wholly or essentially of sucrose."
160,Maple Sugar and Syrups,Other crops,Maple sugar and syrups,Sugars,No,#N/A,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,Maple syrup is produced by atmospheric boiling of maple sap in an open-pan evaporator. Continuing the evaporation process until the syrup crystalizes yields maple sugar.
161,Sugar crops nes,Other crops,"Sugar crops, nes",Sugars,No,Crops Primary,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,"Including among all: 
Acer saccharum 
Sorghum saccharatum 
Arenga saccharifera","
sugar maple 
sweet sorghum 
sugar palm","Includes minor sugar crops of local importance. In the case of saps, production is to be expressed in liquid equivalent."
162,"Sugar, Raw Centrifugal",Other crops,Sugar Raw Centrifugal,Sugars,No,#N/A,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,The sum of codes 0158 and 0159. Processed further to obtain refined sugar.
163,"Sugar, Non-Centrifugal",Flex crops,Sugar cane,Sugars,Yes,#N/A,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,Generally derived from sugar cane through traditional methods without centrifugation.
164,"Sugar, Refined",Other crops,Sugar refined,Sugars,No,#N/A,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"Production covers domestic production, plus or minus imports and/or exports of raw centrifugal sugar in terms of refined sugar."
165,Molasses,Other crops,Molasses,Sugars,No,#N/A,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"A by-product of the extraction or refining of beet or cane sugar or of the production of fructose from maize. Used for feed, food, industrial alcohol, alcoholic beverages and ethanol."
166,Other Fructose and Syrup,Other crops,"Fructose and syrup, other",Sugars,No,#N/A,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"Monosaccharide found in fruits and honey, commercially produced from glucose, sucrose or by hydrolysis of inulin (polysaccharide found mainly in the tubers of the dahlia and the Jerusalem artichoke). Especially suitable for use by diabetics."
167,Sugar and Syrups nes,Other crops,"Sugar, nes",Sugars,No,#N/A,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"Includes invert sugar, caramel, golden syrup, artificial honey, maltose other than chemically pure, sorghum and palm sugars. See also the general note in the introduction."
168,Sugar Confectionery,Other crops,Sugar confectionery,Sugars,No,#N/A,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"Sugar confectionery, including chewing gum, that does not contain cocoa. Includes white chocolate."
169,Beet Pulp,Potential flex crops,Sugar beet,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,Residue from the extraction of sugar from the root of sugar beets. Used for animal feed.
170,Bagasse,Flex crops,Sugar cane,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,"Residue consisting of the fibrous portion of the sugar cane after the juice has been extracted. Used as a fuel in sugar mills, as an animal feed, and in paper production."
172,Glucose and Dextrose,Other crops,Glucose and dextrose,Sugars,No,#N/A,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"Glucose is a monosaccharide produced by hydrolysing starch with acids and/or enzymes. Dextrose is chemically pure glucose. Used in the food industry, in brewing, in tobacco fermentation and in pharmaceutical products."
173,Lactose,Other crops,Lactose,Sugars,No,#N/A,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,Also known as milk sugar. Produced commercially from whey.
